CRN,SUBJ,CRSE,TITLE,DAYS,START TIME,END TIME,BLDG,ROOM,INSTRUCTOR,START DATE,END DATE,WEEKS,SEATS LEFT,STATUS
51013,ANTH,103,INTRO TO CULTURAL ANTHROPOLOGY,TTH,11:10 AM,12:35 PM,MIRA,H208,"GONZALEZ, L",01/29/2018,05/26/2018,16,5,PAST ADD DATE
92211,ANTH,103,INTRO TO CULTURAL ANTHROPOLOGY,MW,2:20 PM,3:45 PM,MIRA,H206,"FONTANA, E",01/29/2018,05/26/2018,16,11,PAST ADD DATE
83608,ANTH,103,INTRO TO CULTURAL ANTHROPOLOGY,W,6:35 PM,9:45 PM,MIRA,H206,"MC KOWN, L",01/29/2018,05/26/2018,16,35,CANCELLED
52918,ANTH,104,LAB IN PHYSICAL ANTHROPOLOGY,TTH,11:10 AM,12:35 PM,MIRA,H206,"MCKENDRICKS, B",01/29/2018,05/26/2018,16,0,PAST ADD DATE
56030,ANTH,104,LAB IN PHYSICAL ANTHROPOLOGY,T,6:35 PM,9:45 PM,MIRA,H206,"WILD, K",01/29/2018,05/26/2018,16,1,PAST ADD DATE
5908,ARTF,100,ART ORIENTATION,TBA,0:00,0:00,MIRA,WEB,"ALLEY, J",01/29/2018,05/26/2018,16,0,PAST ADD DATE
31006,ARTF,100,ART ORIENTATION,TBA,0:00,0:00,MIRA,WEB,"MONTANO, O",01/29/2018,05/26/2018,16,0,PAST ADD DATE
31020,ARTF,100,ART ORIENTATION,TBA,0:00,0:00,MIRA,WEB,"PECK, S",01/29/2018,05/26/2018,16,2,PAST ADD DATE
33012,ARTF,100,ART ORIENTATION,TBA,0:00,0:00,MIRA,WEB,"FOX, T",04/02/2018,05/26/2018,8,8,PAST ADD DATE
40290,ARTF,100,ART ORIENTATION,TBA,0:00,0:00,MIRA,WEB,"GEHR, R",04/02/2018,05/26/2018,8,0,PAST ADD DATE
68639,ARTF,100,ART ORIENTATION,TBA,0:00,0:00,MIRA,WEB,"MCCAMBLY, J",01/29/2018,05/26/2018,16,2,PAST ADD DATE
68642,ARTF,100,ART ORIENTATION,TBA,0:00,0:00,MIRA,WEB,"KIM, E",01/29/2018,03/24/2018,8,13,PAST ADD DATE
68650,ARTF,100,ART ORIENTATION,TBA,0:00,0:00,MIRA,WEB,"KIM, E",04/02/2018,05/26/2018,8,9,PAST ADD DATE
93576,ARTF,100,ART ORIENTATION,MW,8:00 AM,9:25 AM,MIRA,H102,"PECK, S",01/29/2018,05/26/2018,16,2,PAST ADD DATE
62437,ARTF,100,ART ORIENTATION,MW,9:35 AM,11:00 AM,MIRA,H102,"ALLEY, J",01/29/2018,05/26/2018,16,1,PAST ADD DATE
5913,ARTF,100,ART ORIENTATION,TTH,2:20 PM,3:45 PM,MIRA,H204,"DAWE, S",01/29/2018,05/26/2018,16,5,PAST ADD DATE
49465,ARTF,100,ART ORIENTATION,TTH,5:00 PM,6:20 PM,MIRA,H102,"HITCHCOCK, D",01/29/2018,05/26/2018,16,0,PAST ADD DATE
36003,ARTF,100,HONORS: ART ORIENTATION,MW,9:35 AM,11:00 AM,MIRA,H102,"ALLEY, J",01/29/2018,05/26/2018,16,0,PAST ADD DATE
77310,ARTF,107,CONTEMPORARY ART,MW,12:45 PM,2:10 PM,MIRA,H102,"ALLEY, J",01/29/2018,05/26/2018,16,3,PAST ADD DATE
36005,ARTF,109,HONORS: MODERN ART,MW,11:10 AM,12:35 PM,MIRA,H102,"ALLEY, J",01/29/2018,05/26/2018,16,0,PAST ADD DATE
77207,ARTF,109,MODERN ART,MW,11:10 AM,12:35 PM,MIRA,H102,"ALLEY, J",01/29/2018,05/26/2018,16,0,PAST ADD DATE
52146,ARTF,110,ART HISTORY: PREHIST-GOTHIC,TTH,12:45 PM,2:00 PM,MIRA,H102,"ALLEY, J",01/29/2018,05/26/2018,16,0,PAST ADD DATE
77215,ARTF,110,ART HISTORY: PREHIST-GOTHIC,TH,6:30 PM,9:40 PM,MIRA,H102,"HITCHCOCK, D",01/29/2018,05/26/2018,16,19,PAST ADD DATE
92850,ARTF,111,ART HISTORY: RENAISS-MODERN,TTH,9:35 AM,11:00 AM,MIRA,H102,"ALLEY, J",01/29/2018,05/26/2018,16,0,PAST ADD DATE
91028,ARTF,111,ART HISTORY: RENAISS-MODERN,T,6:30 PM,9:40 PM,MIRA,H102,"HITCHCOCK, D",01/29/2018,05/26/2018,16,13,PAST ADD DATE
36006,ARTF,111,HONORS: ART HISTORY: RNS-MOD,TTH,9:35 AM,11:00 AM,MIRA,H102,"ALLEY, J",01/29/2018,05/26/2018,16,0,PAST ADD DATE
36007,ARTF,111,HONORS: ART HISTORY: RNS-MOD,T,6:30 PM,9:40 PM,MIRA,H102,"HITCHCOCK, D",01/29/2018,05/26/2018,16,0,PAST ADD DATE
87033,ARTF,113,"ARTS OF AFRICA, OCEANA, AMER.",TTH,11:10 AM,12:35 PM,MIRA,H102,"ALLEY, J",01/29/2018,05/26/2018,16,13,PAST ADD DATE
36008,ARTF,113,"HONORS: ART: AFRCA, OCNA, AMER",TTH,11:10 AM,12:35 PM,MIRA,H102,"ALLEY, J",01/29/2018,05/26/2018,16,0,PAST ADD DATE
52137,ARTF,150A,TWO-DIMENSIONAL DESIGN,TTH,1:00 PM,4:00 PM,MIRA,H112,"MONTANO, O",01/29/2018,05/26/2018,16,0,PAST ADD DATE
92147,ARTF,150B,BEGINNING GRAPHIC DESIGN,TTH,9:00 AM,12:00 PM,MIRA,W243,"HEFTMANN, R",01/29/2018,05/26/2018,16,15,PAST ADD DATE
62423,ARTF,150B,BEGINNING GRAPHIC DESIGN,MW,1:00 PM,4:10 PM,MIRA,W243,"HEFTMANN, R",01/29/2018,05/26/2018,16,10,PAST ADD DATE
48206,ARTF,151,THREE DIMENSIONAL DESIGN,MW,1:00 PM,4:10 PM,MIRA,H111,"COPPEDGE, D",01/29/2018,05/26/2018,16,11,PAST ADD DATE
92062,ARTF,155A,FREEHAND DRAWING I,MW,9:35 AM,12:45 PM,MIRA,H112,"MCCAMBLY, J",01/29/2018,05/26/2018,16,6,PAST ADD DATE
75373,ARTF,155A,FREEHAND DRAWING I,MW,6:35 PM,9:45 PM,MIRA,H112,"WHITMORE, T",01/29/2018,05/26/2018,16,4,PAST ADD DATE
31004,ARTF,155B,FREEHAND DRAWING II,MW,9:35 AM,12:45 PM,MIRA,H112,"MCCAMBLY, J",01/29/2018,05/26/2018,16,0,PAST ADD DATE
75384,ARTF,155B,FREEHAND DRAWING II,MW,6:35 PM,9:45 PM,MIRA,H112,"WHITMORE, T",01/29/2018,05/26/2018,16,3,PAST ADD DATE
80086,ARTF,165A,COMPOSITION IN PAINTING I,MW,1:00 PM,4:10 PM,MIRA,H112,"MCCAMBLY, J",01/29/2018,05/26/2018,16,7,PAST ADD DATE
90493,ARTF,165A,COMPOSITION IN PAINTING I,TTH,6:35 PM,9:45 PM,MIRA,H112,"DAWE, S",01/29/2018,05/26/2018,16,13,CANCELLED
36004,ARTF,165A,HONORS: COMP IN PAINTING I,MW,1:00 PM,4:10 PM,MIRA,H112,"MCCAMBLY, J",01/29/2018,05/26/2018,16,0,PAST ADD DATE
80090,ARTF,165B,COMPOSITION IN PAINTING II,MW,1:00 PM,4:10 PM,MIRA,H112,"MCCAMBLY, J",01/29/2018,05/26/2018,16,1,PAST ADD DATE
90505,ARTF,165B,COMPOSITION IN PAINTING II,TTH,6:35 PM,9:45 PM,MIRA,H112,"DAWE, S",01/29/2018,05/26/2018,16,5,CANCELLED
36009,ARTF,165B,HONORS: COMP IN PAINTING II,MW,1:00 PM,4:10 PM,MIRA,H112,"MCCAMBLY, J",01/29/2018,05/26/2018,16,0,PAST ADD DATE
80105,ARTF,165C,COMPOSITION IN PAINTING III,MW,1:00 PM,4:10 PM,MIRA,H112,"MCCAMBLY, J",01/29/2018,05/26/2018,16,4,PAST ADD DATE
90729,ARTF,165C,COMPOSITION IN PAINTING III,TTH,6:35 PM,9:45 PM,MIRA,H112,"DAWE, S",01/29/2018,05/26/2018,16,5,CANCELLED
36010,ARTF,165C,HONORS: COMP IN PAINTING III,MW,1:00 PM,4:10 PM,MIRA,H112,"MCCAMBLY, J",01/29/2018,05/26/2018,16,0,PAST ADD DATE
80118,ARTF,165D,COMPOSITION IN PAINTING IV,MW,1:00 PM,4:10 PM,MIRA,H112,"MCCAMBLY, J",01/29/2018,05/26/2018,16,2,PAST ADD DATE
90730,ARTF,165D,COMPOSITION IN PAINTING IV,TTH,6:35 PM,9:45 PM,MIRA,H112,"DAWE, S",01/29/2018,05/26/2018,16,1,CANCELLED
80120,ARTF,170A,CONTEMPORARY CRAFTS I,MW,9:35 AM,12:45 PM,MIRA,H111,"FOX, T",01/29/2018,05/26/2018,16,7,PAST ADD DATE
80136,ARTF,170B,CONTEMPORARY CRAFTS II,MW,9:35 AM,12:45 PM,MIRA,H111,"FOX, T",01/29/2018,05/26/2018,16,4,PAST ADD DATE
80147,ARTF,170C,CONTEMPORARY CRAFTS III,MW,9:35 AM,12:45 PM,MIRA,H111,"FOX, T",01/29/2018,05/26/2018,16,3,PAST ADD DATE
90869,ARTF,195A,CERAMICS I,TTH,1:00 PM,4:00 PM,MIRA,H111,"COPPEDGE, D",01/29/2018,05/26/2018,16,5,PAST ADD DATE
52158,ARTF,195A,CERAMICS I,TTH,6:35 PM,9:45 PM,MIRA,H111,"COPPEDGE, D",01/29/2018,05/26/2018,16,7,PAST ADD DATE
90874,ARTF,195B,CERAMICS II,TTH,1:00 PM,4:00 PM,MIRA,H111,"COPPEDGE, D",01/29/2018,05/26/2018,16,4,PAST ADD DATE
78613,ARTF,195B,CERAMICS II,TTH,6:35 PM,9:45 PM,MIRA,H111,"COPPEDGE, D",01/29/2018,05/26/2018,16,3,PAST ADD DATE
96057,ARTF,195C,CERAMICS III,TTH,1:00 PM,4:00 PM,MIRA,H111,"COPPEDGE, D",01/29/2018,05/26/2018,16,2,PAST ADD DATE
78624,ARTF,195C,CERAMICS III,TTH,6:35 PM,9:45 PM,MIRA,H111,"COPPEDGE, D",01/29/2018,05/26/2018,16,4,PAST ADD DATE
97886,ARTF,210A,LIFE DRAWING I,TTH,9:35 AM,12:45 PM,MIRA,H112,"MCCAMBLY, J",01/29/2018,05/26/2018,16,8,PAST ADD DATE
97890,ARTF,210B,LIFE DRAWING II,TTH,9:35 AM,12:45 PM,MIRA,H112,"MCCAMBLY, J",01/29/2018,05/26/2018,16,2,PAST ADD DATE
35101,ASTR,101,DESCRIPTIVE ASTRONOMY,TBA,0:00,0:00,MIRA,WEB,"HUGHES, B",01/29/2018,05/26/2018,16,11,PAST ADD DATE
70199,ASTR,101,DESCRIPTIVE ASTRONOMY,TBA,0:00,0:00,MIRA,WEB,"HUGHES, B",04/02/2018,05/26/2018,8,0,PAST ADD DATE
30231,ASTR,101,DESCRIPTIVE ASTRONOMY,TTH,9:35 AM,11:00 AM,MIRA,L309,"CALANOG, J",01/29/2018,05/26/2018,16,14,PAST ADD DATE
30234,ASTR,101,DESCRIPTIVE ASTRONOMY,MW,11:10 AM,12:35 PM,MIRA,S5108,"SEARLE, M",01/29/2018,05/26/2018,16,1,PAST ADD DATE
58814,ASTR,101,DESCRIPTIVE ASTRONOMY,TTH,12:55 PM,2:20 PM,MIRA,L309,"CALANOG, J",01/29/2018,05/26/2018,16,12,PAST ADD DATE
30230,ASTR,111,ASTRONOMY LABORATORY,T,5:30 PM,8:40 PM,MIRA,S6205,"NANZ, R",01/29/2018,05/26/2018,16,6,PAST ADD DATE
86557,AUTO,53,INTRO TO AUTOMOTIVE TECHNOLOGY,MW,2:00 PM,5:00 PM,MIRA,S201,"MONROY, R",01/29/2018,05/26/2018,16,0,PAST ADD DATE
86544,AUTO,56,ENGINE AND RELATED SYSTEMS,MW,6:00 PM,10:15 PM,MIRA,S401,"EVANS, K",01/29/2018,05/26/2018,16,2,PAST ADD DATE
56342,AUTO,61,BASIC ELECTRICAL SYSTEM FUND.,MTWTH,1:15 PM,5:30 PM,MIRA,S301,"KENNEDY, M",01/29/2018,03/24/2018,8,14,PAST ADD DATE
4745,AUTO,61,BASIC ELECTRICAL SYSTEM FUND.,TTH,6:00 PM,10:15 PM,MIRA,S301,"BOYER, L",01/29/2018,05/26/2018,16,8,PAST ADD DATE
46366,AUTO,62,ADVANCED ELECTRICAL,MTWTH,1:15 PM,5:30 PM,MIRA,S301,"KENNEDY, M",04/02/2018,05/26/2018,8,16,PAST ADD DATE
51616,AUTO,62,ADVANCED ELECTRICAL,TTH,6:00 PM,10:15 PM,MIRA,S201,"KENNEDY, M",01/29/2018,05/26/2018,16,15,PAST ADD DATE
48096,AUTO,065T,HONDA/TOYOTA ENGINE PERF,MTWTH,7:30 AM,1:40 PM,MIRA,S401,"DINGER, M",01/16/2018,02/24/2018,6,5,PAST ADD DATE
51627,AUTO,67,ADVANCED ENGINE PERFORMANCE,MW,6:00 PM,10:15 PM,MIRA,S301,"MONROY, R",01/29/2018,05/26/2018,16,3,PAST ADD DATE
48068,AUTO,072T,HONDA/TOYOTA MAN DRIVE TRAIN,TWTH,7:30 AM,1:40 PM,MIRA,S305,"YOUNG, J",01/22/2018,03/17/2018,8,0,PAST ADD DATE
61148,AUTO,74,AUTOMATIC TRANSMISSIONS/AXLES,TTH,6:00 PM,10:15 PM,MIRA,S401,"FLEMING, M",01/29/2018,05/26/2018,16,0,PAST ADD DATE
48073,AUTO,074T,HONDA/TOYOTA AUTO TRANSMISSION,TWTH,7:30 AM,1:40 PM,MIRA,S305,"YOUNG, J",04/02/2018,05/26/2018,8,0,PAST ADD DATE
56339,AUTO,76,AUTOMOTIVE BRAKE SYSTEMS,MW,6:00 PM,10:15 PM,MIRA,S201,"ALLEN II, D",01/29/2018,05/26/2018,16,0,PAST ADD DATE
48102,AUTO,076T,HONDA/TOYOTA AUTO BRAKE SYS,MTWTH,7:30 AM,1:40 PM,MIRA,S401,"DINGER, M",02/26/2018,04/21/2018,8,6,PAST ADD DATE
45864,AUTO,78,SUSPENSION AND STEERING,TTH,1:15 PM,5:30 PM,MIRA,S201,"MONROY, R",01/29/2018,05/26/2018,16,10,PAST ADD DATE
48084,AUTO,078T,HONDA/TOYOTA SUSPENSION,MTWTH,7:30 AM,1:40 PM,MIRA,S401,"GOODMAN, V",04/23/2018,06/02/2018,6,8,OPEN
30024,AUTO,270,WORK EXPERIENCE,TBA,0:00,0:00,MIRA,CLSRM,STAFF,02/26/2018,05/26/2018,12,15,PAST ADD DATE
97043,AVIA,101,PRIVATE PILOT GROUND SCHOOL,T,9:35 AM,12:45 PM,MIRA,F1105,"MOORE, M",01/29/2018,05/26/2018,16,7,PAST ADD DATE
94284,AVIA,101,PRIVATE PILOT GROUND SCHOOL,TH,6:00 PM,9:10 PM,MIRA,F1105,"GANDOLFI, N",01/29/2018,05/26/2018,16,1,PAST ADD DATE
49443,AVIA,101L,PRIVATE PILOT FLIGHT LAB,T,1:45 PM,4:55 PM,MIRA,F1104,"MOORE, M",01/29/2018,05/26/2018,16,1,PAST ADD DATE
62332,AVIA,101L,PRIVATE PILOT FLIGHT LAB,M,6:00 PM,9:10 PM,MIRA,F1104,"GANDOLFI, N",01/29/2018,05/26/2018,16,0,PAST ADD DATE
76674,AVIA,105,INTRO TO AVIATION/AEROSPACE,W,1:45 PM,4:55 PM,MIRA,F1105,"GANDOLFI, N",01/29/2018,05/26/2018,16,4,PAST ADD DATE
56373,AVIA,115,AVIATION WEATHER,F,9:35 AM,12:45 PM,MIRA,F1105,"ANDREWS, J",01/29/2018,05/26/2018,16,0,PAST ADD DATE
65139,AVIA,125,AVIATION/AIRPORT MANAGEMENT,T,6:00 PM,9:10 PM,MIRA,F1105,"RICHARDSON, D",01/29/2018,05/26/2018,16,9,PAST ADD DATE
56368,AVIA,133,HUMAN FACTORS IN AVIATION,W,6:00 PM,9:10 PM,MIRA,F1105,"RUSS, A",01/29/2018,05/26/2018,16,0,PAST ADD DATE
56384,AVIA,151,HELICOPTER GROUND SCHOOL,TH,1:45 PM,4:55 PM,MIRA,F1105,"MOORE, M",01/29/2018,05/26/2018,16,9,PAST ADD DATE
7909,AVIA,161,REMOTE PILOT GROUND SCHOOL,W,9:35 AM,12:45 PM,MIRA,F1105,"AMERSON, A",01/29/2018,05/26/2018,16,18,PAST ADD DATE
7914,AVIA,161,REMOTE PILOT GROUND SCHOOL,F,6:00 PM,9:10 PM,MIRA,F1105,"AMERSON, A",01/29/2018,05/26/2018,16,14,PAST ADD DATE
7937,AVIA,161L,REMOTE PILOT FLIGHT LAB,S,9:00 AM,12:10 PM,MIRA,F1105,"WOLTMAN, J",01/29/2018,05/26/2018,16,10,PAST ADD DATE
7923,AVIA,161L,REMOTE PILOT FLIGHT LAB,TH,9:35 AM,12:45 PM,MIRA,F1105,"MOORE, M",01/29/2018,05/26/2018,16,6,PAST ADD DATE
74354,AVIA,195,INSTRUMENT GROUND SCHOOL,M,6:00 PM,9:10 PM,MIRA,F1105,"ANDREWS, J",01/29/2018,05/26/2018,16,12,PAST ADD DATE
51640,AVIA,195L,BASIC INSTRUMENT FLIGHT LAB,TH,6:00 PM,9:10 PM,MIRA,F1104,"ANDREWS, J",01/29/2018,05/26/2018,16,1,PAST ADD DATE
85436,AVIA,196L,ADVANCED INSTRUMENT FLIGHT LAB,T,6:00 PM,9:10 PM,MIRA,F1104,"KORTOPATES, P",01/29/2018,05/26/2018,16,8,PAST ADD DATE
51638,AVIA,211L,BASIC VFR INSTRUCTOR LAB,T,1:45 PM,4:55 PM,MIRA,F1104,"MOORE, M",01/29/2018,05/26/2018,16,3,PAST ADD DATE
58921,AVIA,211L,BASIC VFR INSTRUCTOR LAB,M,6:00 PM,9:10 PM,MIRA,F1104,"GANDOLFI, N",01/29/2018,05/26/2018,16,3,PAST ADD DATE
51652,AVIA,215L,BASIC IFR INSTRUCTOR LAB,TH,6:00 PM,9:10 PM,MIRA,F1104,"ANDREWS, J",01/29/2018,05/26/2018,16,3,PAST ADD DATE
85447,AVIA,216L,ADVANCED IFR INSTRUCTOR LAB,T,6:00 PM,9:10 PM,MIRA,F1104,"KORTOPATES, P",01/29/2018,05/26/2018,16,2,PAST ADD DATE
19876,AVIA,270,WORK EXPERIENCE,TBA,0:00,0:00,MIRA,CLSRM,"GANDOLFI, N",02/11/2018,05/12/2018,12,2,PAST ADD DATE
47782,AVIA,270,WORK EXPERIENCE,TBA,0:00,0:00,MIRA,CLSRM,STAFF,01/29/2018,05/26/2018,16,5,CANCELLED
69631,AVIA,270,WORK EXPERIENCE,TBA,0:00,0:00,MIRA,CLSRM,"GANDOLFI, N",01/29/2018,05/26/2018,16,5,PAST ADD DATE
65036,AVIM,101G,GEN AVIA TECH THEORY I,MT,7:00 AM,10:05 AM,MIRA,F1110,"BUSER, D",01/29/2018,05/26/2018,16,1,PAST ADD DATE
65072,AVIM,101G,GEN AVIA TECH THEORY I,MT,4:30 PM,7:35 PM,MIRA,F1110,"PINK, L",01/29/2018,05/26/2018,16,8,PAST ADD DATE
65054,AVIM,101H,GEN AVIA TECH THEORY II,WTH,7:00 AM,10:05 AM,MIRA,F1110,"BUSER, D",01/29/2018,05/26/2018,16,0,PAST ADD DATE
65091,AVIM,101H,GEN AVIA TECH THEORY II,WTH,4:30 PM,7:35 PM,MIRA,F1110,"PINK, L",01/29/2018,05/26/2018,16,8,PAST ADD DATE
65047,AVIM,102G,GEN AVIA MAINT TECH PRAC I,MT,10:15 AM,1:20 PM,MIRA,F1100,"BUSER, D",01/29/2018,05/26/2018,16,1,PAST ADD DATE
65089,AVIM,102G,GEN AVIA MAINT TECH PRAC I,MT,7:45 PM,10:50 PM,MIRA,F1100,"SMITH, D",01/29/2018,05/26/2018,16,12,PAST ADD DATE
65063,AVIM,102H,GEN AVIA MAINT TECH PRAC II,WTH,10:15 AM,1:20 PM,MIRA,F1100,"BUSER, D",01/29/2018,05/26/2018,16,0,PAST ADD DATE
65107,AVIM,102H,GEN AVIA MAINT TECH PRAC II,WTH,7:45 PM,10:50 PM,MIRA,F1100,"CLEMENS, R",01/29/2018,05/26/2018,16,12,PAST ADD DATE
49315,AVIM,103A,AIRCRAFT WOOD/FAB/FIN/COMPOSIT,TH,7:00 AM,10:10 AM,MIRA,F1109,"CHLAPECKA, P",01/29/2018,05/26/2018,16,0,PAST ADD DATE
51958,AVIM,103B,AIRCRAFT WELD/SHEETMETAL STRUC,T,4:30 PM,7:40 PM,MIRA,F1109,"CHLAPECKA, P",01/29/2018,05/26/2018,16,0,PAST ADD DATE
56540,AVIM,103C,AIRCRAFT HYDRAULIC SYSTEMS,T,7:00 AM,10:10 AM,MIRA,F1109,"CHLAPECKA, P",01/29/2018,05/26/2018,16,0,PAST ADD DATE
46164,AVIM,103D,AIRCRAFT LANDING GEAR SYSTEMS,F,4:30 PM,7:40 PM,MIRA,F1108,"RICHARDS, L",01/29/2018,05/26/2018,16,3,PAST ADD DATE
49321,AVIM,104A,APPLD AIRCRFT WOOD/FAB/FINISH,TH,10:20 AM,3:00 PM,MIRA,F1100,"CHLAPECKA, P",01/29/2018,05/26/2018,16,0,PAST ADD DATE
51960,AVIM,104B,APPLD AIRCRFT WELD/SHEETMETAL,W,4:30 PM,9:00 PM,MIRA,F1100,"CHLAPECKA, P",01/29/2018,05/26/2018,16,0,PAST ADD DATE
56569,AVIM,104C,APPLD AIRCRFT HYDRAULIC SYSTEM,T,10:20 AM,1:30 PM,MIRA,F1100,"CHLAPECKA, P",01/29/2018,05/26/2018,16,0,PAST ADD DATE
30001,AVIM,104D,APPLD AIRCRFT LANDING GEAR SYS,F,7:50 PM,11:00 PM,MIRA,F1100,"RICHARDS, L",01/29/2018,05/26/2018,16,5,PAST ADD DATE
92244,AVIM,105A,AIRCRFT CABIN ATMOSPH CONTROL,S,9:00 AM,10:25 AM,MIRA,F1109,"HICKMAN JR, J",01/29/2018,05/26/2018,16,5,PAST ADD DATE
46398,AVIM,105B,AIRCRFT ASMBLY/RIGGING/INSPECT,M,7:00 AM,8:25 AM,MIRA,F1109,"SIMS, M",01/29/2018,05/26/2018,16,0,PAST ADD DATE
92233,AVIM,106A,AIRCRAFT CABIN ATMOSPHERE CNTL,S,10:35 AM,12:00 PM,MIRA,F1100,"CHLAPECKA, P",01/29/2018,05/26/2018,16,8,PAST ADD DATE
46404,AVIM,106B,APPLD AIRCRFT ASSEMBLY/RIGGING,M,8:35 AM,11:40 AM,MIRA,F1100,"SIMS, M",01/29/2018,05/26/2018,16,0,PAST ADD DATE
56499,AVIM,107B,TURBINE ENGINES,TH,4:30 PM,7:40 PM,MIRA,F1109,"BOSSELMAN, L",01/29/2018,05/26/2018,16,0,PAST ADD DATE
56501,AVIM,108B,TURBINE ENGINES LAB,TH,7:50 PM,11:00 PM,MIRA,F1100,"BOSSELMAN, L",01/29/2018,05/26/2018,16,0,PAST ADD DATE
92090,AVIM,109A,AIRFRAME ELECTRICAL SYSTEM,W,7:00 AM,10:10 AM,MIRA,F1108,"NORTH, W",01/29/2018,05/26/2018,16,0,PAST ADD DATE
51674,AVIM,109B,POWERPLANT IGNITION SYSTEMS,M,11:50 AM,1:50 PM,MIRA,F1108,"BOSSELMAN, L",01/29/2018,05/26/2018,16,4,PAST ADD DATE
48126,AVIM,109C,POWERPLANT ELECTRICAL SYSTEMS,M,4:30 PM,7:40 PM,MIRA,F1108,"NORTH, W",01/29/2018,05/26/2018,16,0,PAST ADD DATE
92105,AVIM,109D,AIRCRFT FIRE PROTECT/DIG LOGIC,W,1:40 PM,2:40 PM,MIRA,F1108,"MOORE, M",01/29/2018,05/26/2018,16,0,PAST ADD DATE
92326,AVIM,110A,AIRFRAME ELECTRICAL SYSTEMS,W,10:20 AM,1:30 PM,MIRA,F1108,"NORTH, W",01/29/2018,05/26/2018,16,0,PAST ADD DATE
51683,AVIM,110B,APPLIED POWERPLNT IGNIT SYST,T,1:40 PM,3:05 PM,MIRA,F1100,"BOSSELMAN, L",01/29/2018,05/26/2018,16,5,PAST ADD DATE
48134,AVIM,110C,APPLIED POWERPLANT ELECT SYS,M,7:50 PM,9:15 PM,MIRA,F1108,"NORTH, W",01/29/2018,05/26/2018,16,0,PAST ADD DATE
92163,AVIM,111C,RECIPROCATING ENGINES I,T,4:30 PM,7:40 PM,MIRA,F1108,"BOSSELMAN, L",01/29/2018,05/26/2018,16,0,PAST ADD DATE
51971,AVIM,111D,RECIPROCATING ENGINES II,TH,7:00 AM,10:10 AM,MFAF,CLSRM,"VALLEJO, J",01/29/2018,05/26/2018,16,10,PAST ADD DATE
96580,AVIM,112C,APPLIED RECIPROCAT ENGINE I,W,4:30 PM,11:00 PM,MIRA,F1100,"CAIN, L",01/29/2018,05/26/2018,16,0,PAST ADD DATE
51985,AVIM,112D,APPLIED RECIPROCAT ENGINES II,TH,10:20 AM,1:30 PM,MFAF,CLSRM,"VALLEJO, J",01/29/2018,05/26/2018,16,10,PAST ADD DATE
85126,AVIM,120,BASIC D.C. ELECTRONICS THEORY,W,7:00 AM,10:10 AM,MIRA,F1109,STAFF,01/29/2018,05/26/2018,16,20,CANCELLED
62409,AVIM,120,BASIC D.C. ELECTRONICS THEORY,M,4:30 PM,7:40 PM,MIRA,F1109,"KELLER, C",01/29/2018,05/26/2018,16,0,PAST ADD DATE
30003,AVIM,121A,APPLIED D.C.ELECTRONICS THEORY,W,10:20 AM,3:00 PM,MIRA,F1100,STAFF,01/29/2018,05/26/2018,16,20,CANCELLED
62414,AVIM,121A,APPLIED D.C.ELECTRONICS THEORY,M,7:50 PM,10:10 PM,MIRA,F1100,"KELLER, C",01/29/2018,05/26/2018,16,1,PAST ADD DATE
62414,AVIM,121A,APPLIED D.C.ELECTRONICS THEORY,T,7:50 PM,10:00 PM,MIRA,F1100,,01/29/2018,05/26/2018,16,1,PAST ADD DATE
92481,AVIM,241,AIRCRAFT PROPELLER SYSTEMS,F,4:30 PM,7:40 PM,MIRA,F1109,"BOSSELMAN, L",01/29/2018,05/26/2018,16,0,PAST ADD DATE
92494,AVIM,242,APPLIED AIRCRAFT PROPELLER SYS,F,7:50 PM,11:00 PM,MIRA,F1100,"BOSSELMAN, L",01/29/2018,05/26/2018,16,0,PAST ADD DATE
48219,AVIM,249,INDUCTION AND FUEL METERING,T,7:00 AM,10:10 AM,MIRA,F1108,"NORTH, W",01/29/2018,05/26/2018,16,0,PAST ADD DATE
48222,AVIM,250,APPLIED INDUCTION/FUEL METER,T,10:20 AM,1:30 PM,MIRA,F1100,"NORTH, W",01/29/2018,05/26/2018,16,0,PAST ADD DATE
48235,AVIM,253,"LUBRICAT, COOLING, & EXHAUST",F,7:00 AM,10:10 AM,MIRA,F1109,"HICKMAN JR, J",01/29/2018,05/26/2018,16,0,PAST ADD DATE
48241,AVIM,254,APPLIED LUB/COOLING/EXHAUST,F,10:20 AM,1:30 PM,MIRA,F1100,"HICKMAN JR, J",01/29/2018,05/26/2018,16,0,PAST ADD DATE
4114,BANK,103,INTRODUCTION TO INVESTMENTS,TBA,0:00,0:00,MIRA,WEB,"WILHELM, D",01/29/2018,05/26/2018,16,20,PAST ADD DATE
30039,BANK,103,INTRODUCTION TO INVESTMENTS,TBA,0:00,0:00,MIRA,WEB,"WILHELM, D",01/29/2018,05/26/2018,16,15,PAST ADD DATE
30069,BANK,103,INTRODUCTION TO INVESTMENTS,TBA,0:00,0:00,MIRA,WEB,"WILHELM, D",01/29/2018,05/26/2018,16,30,PAST ADD DATE
30251,BIOL,100,NATRL HISTORY/ENVIRONMNTL BIOL,MW,9:35 AM,11:00 AM,MIRA,S5108,"CAFFREY, C",01/29/2018,05/26/2018,16,16,PAST ADD DATE
